num,date,color1,difficulty1,connection1,word11,word12,word13,word14,color2,difficulty2,connection2,word21,word22,word23,word24,color3,difficulty3,connection3,word31,word32,word33,word34,color4,difficulty4,connection4,word41,word42,word43,word44
162,2023 Nov 20,YELLOW,1,RELIGIOUS FIGURES,CARDINAL,LAMA,MONK,PASTOR,GREEN,2,PRIMATES,BABOON,BONOBO,GIBBON,GORILLA,BLUE,3,CHUTNEY VARIETIES,MANGO,MINT,TAMARIND,TOMATO,PURPLE,4,IMITATE,APE,MIME,MIRROR,PARROT
163,2023 Nov 21,YELLOW,1,TYPES OF TEETH,CANINE,FANG,MOLAR,TUSK,GREEN,2,FASHIONABLE,CHIC,HIP,HOT,IN,BLUE,3,DANCE MOVES,FLOSS,ROBOT,VOGUE,WORM,PURPLE,4,THINGS THAT SUCK,LEECH,STRAW,VACUUM,VAMPIRE
164,2023 Nov 22,YELLOW,1,AREAS BETWEEN MOUNTAINS AND HILLS,CANYON,GULCH,PASS,RAVINE,GREEN,2,EAT VORACIOUSLY,GORGE,GULP,SCARF,WOLF,BLUE,3,FEATURED IN "SNOW WHITE",APPLE,BASHFUL,MIRROR,QUEEN,PURPLE,4,"C" + BIRD,CHEN,CLARK,COWL,CRAVEN
165,2023 Nov 23,YELLOW,1,FOODS WITH CRUSTS,PASTY,PIE,TART,TURNOVER,GREEN,2,ENDING IN A SILENT "T",BOUQUET,PARFAIT,RAGOUT,RAPPORT,BLUE,3,COUNTRIES WITH RED AND WHITE FLAGS,JAPAN,POLAND,TUNISIA,TURKEY,PURPLE,4,N.B.A. GREATS,BIRD,CURRY,JAMES,JORDAN
166,2023 Nov 24,YELLOW,1,CRITICIZE,KNOCK,PAN,ROAST,SLAM,GREEN,2,REALITY SHOWS,ALONE,CATFISH,CHOPPED,SURVIVOR,BLUE,3,CAR BRANDS,FIAT,JAGUAR,MINI,RAM,PURPLE,4,___ PAD,BACHELOR,LILY,MAXI,MOUSE
167,2023 Nov 25,YELLOW,1,SECLUDED,HIDDEN,PRIVATE,REMOTE,SECRET,GREEN,2,AGGREGATE SIZE,AMOUNT,NUMBER,QUANTITY,VOLUME,BLUE,3,BODIES OF WATER,CANAL,CHANNEL,SOUND,STRAIT,PURPLE,4,READS THE SAME ROTATED 180°,96,MOW,NOON,SIS
168,2023 Nov 26,YELLOW,1,MUNICIPALITIES,CITY,COUNTY,TOWN,VILLAGE,GREEN,2,BLENDER BUTTONS,CHOP,GRIND,PULSE,PUREE,BLUE,3,FINANCIAL TERMS,CAPITAL,EQUITY,INTEREST,STOCK,PURPLE,4,___ LEAGUE,IVY,JUSTICE,LITTLE,PREMIER
169,2023 Nov 27,YELLOW,1,CARRY A TUNE,HUM,SCAT,SING,WHISTLE,GREEN,2,WHOLE AMOUNT,COUNT,GROSS,SUM,TOTAL,BLUE,3,MOJITO INGREDIENTS,LIME,MINT,RUM,SODA,PURPLE,4,THINGS THAT ARE "STICKY",GLUE,GUM,STICK,TAPE
170,2023 Nov 28,YELLOW,1,ROOMS IN A HOUSE,BEDROOM,DEN,KITCHEN,STUDY,GREEN,2,LAND SURROUNDED BY WATER,ATOLL,BAR,ISLAND,KEY,BLUE,3,FILL TO EXCESS,CRAM,JAM,PACK,STUFF,PURPLE,4,BEAN ___,BAG,COUNTER,DIP,SPROUT
171,2023 Nov 29,YELLOW,1,FOOT PARTS,ARCH,BALL,SOLE,TOE,GREEN,2,MUSICAL INSTRUMENTS,BASS,HARP,HORN,ORGAN,BLUE,3,DOG COMMANDS,COME,DOWN,SIT,STAY,PURPLE,4,BADDIE,DOG,HEEL,JERK,SNAKE
172,2023 Nov 30,YELLOW,1,AVOID,DODGE,DUCK,ESCAPE,SKIRT,GREEN,2,HITCHCOCK MOVIES,BIRDS,NOTORIOUS,REBECCA,ROPE,BLUE,3,SIDEKICKS,GOOSE,HOBBES,ROBIN,WATSON,PURPLE,4,___ CHEESE,COTTAGE,CREAM,SAY,STRING
173,2023 Dec 1,YELLOW,1,PLACES TO SHOP,MALL,MARKET,OUTLET,STORE,GREEN,2,WAYS TO REMOVE HAIR,SHAVE,THREAD,TWEEZE,WAX,BLUE,3,PORTION OF PROFIT,CUT,PIECE,SHARE,TAKE,PURPLE,4,KINDS OF WRENCHES,ALLEN,CRESCENT,MONKEY,SOCKET
174,2023 Dec 2,YELLOW,1,CONTAINERS,BASKET,BIN,CHEST,HAMPER,GREEN,2,CIRCULAR SHAPES,BAND,CIRCLE,HOOP,RING,BLUE,3,RESTRICT,CAP,CHECK,CURB,LIMIT,PURPLE,4,___ JAM,NBA,PAPER,PEARL,TRAFFIC
175,2023 Dec 3,YELLOW,1,MONTHLY BILLS,CABLE,ELECTRIC,GAS,WATER,GREEN,2,RELATED TO SOUND/HEARING,ACOUSTIC,AUDITORY,HEARD,SONIC,BLUE,3,CONNECT,COUPLE,HITCH,LINK,TIE,PURPLE,4,EXCITE- WITH "UP",AMP,FIRE,HYPE,PUMP
176,2023 Dec 4,YELLOW,1,UNIT OF BREAD,BAGUETTE,BUN,LOAF,ROLL,GREEN,2,ASSURE- AS A WIN,CLINCH,GUARANTEE,LOCK,SECURE,BLUE,3,SMALL IMPERFECTION,CHIP,MARK,NICK,SCRATCH,PURPLE,4,HEAD OF ___,HAIR,LETTUCE,STATE,STEAM
177,2023 Dec 5,YELLOW,1,ENORMOUS,BIG,GIANT,GREAT,HUGE,GREEN,2,BOOKSTORE SECTIONS,FICTION,HUMOR,POETRY,TRAVEL,BLUE,3,TV SHOWS WITH HAPPY-SOUNDING NAMES,CHEERS,EUPHORIA,FELICITY,GLEE,PURPLE,4,___ CRANE,CONSTRUCTION,FRASIER,PAPER,WHOOPING
178,2023 Dec 6,YELLOW,1,FOUND ON SHEET MUSIC,CLEF,NOTE,REST,STAFF,GREEN,2,ZODIAC SYMBOLS,BULL,CRAB,SCALES,TWINS,BLUE,3,RECORD LABELS,CAPITOL,COLUMBIA,VIRGIN,ISLAND,PURPLE,4,ZODIAC SIGN BEGINNINGS,CAN,GEM,LIB,TAU
179,2023 Dec 7,YELLOW,1,STATE ABBREVIATIONS,HI,LA,MA,OK,GREEN,2,CABLE CHANNELS,BET,E,HALLMARK,USA,BLUE,3,IN THE NATO ALPHABET,ALFA,BRAVO,ROMEO,TANGO,PURPLE,4,___-___,BOO,POM,TOM,YO
180,2023 Dec 8,YELLOW,1,DECLINE,EBB,FADE,FLAG,WANE,GREEN,2,ABSOLUTE,PURE,SHEER,TOTAL,UTTER,BLUE,3,EXPRESS,AIR,SPEAK,STATE,VOICE,PURPLE,4,SUPERHERO LAST NAMES,BANNER,PRINCE,STARK,WAYNE
181,2023 Dec 9,YELLOW,1,ICE CREAM TREATS,FLOAT,SHAKE,SPLIT,SUNDAE,GREEN,2,HARDWARE FASTENERS,BOLT,NAIL,RIVET,SCREW,BLUE,3,KINDS OF COOKING OIL,CORN,OLIVE,PALM,PEANUT,PURPLE,4,STICKY ___,FINGERS,NOTE,RICE,WICKET
182,2023 Dec 10,YELLOW,1,PARTS OF A RIVER,BANK,BED,DELTA,MOUTH,GREEN,2,SOMETHING EASY TO DO,BREEZE,CINCH,PICNIC,SNAP,BLUE,3,WRAP AROUND IN A CIRCLE,COIL,SPIRAL,TWIST,WIND,PURPLE,4,JUMP INTO THE AIR,BOUND,LEAP,SPRING,VAULT
183,2023 Dec 11,YELLOW,1,LUXURIOUS FABRICS,CHIFFON,SATIN,SILK,VELVET,GREEN,2,COME DOWN TO REST,PERCH,ROOST,SETTLE,LAND,BLUE,3,SHOE PARTS,EYELET,LACE,SOLE,TONGUE,PURPLE,4,THINGS THAT ARE DELIVERED,BABY,BLOW,PACKAGE,SPEECH
184,2023 Dec 12,YELLOW,1,MURKY CONDITION,CLOUD,FOG,HAZE,MIST,GREEN,2,FOLLOW,SHADOW,TAIL,TRACK,TRAIL,BLUE,3,PINBALL MACHINE COMPONENTS,BALL,BUMPER,FLIPPER,PLUNGER,PURPLE,4,___LAND COUNTRIES,ICE,IRE,FIN,NETHER
185,2023 Dec 13,YELLOW,1,GOLF COURSE PARTS,BUNKER,FAIRWAY,GREEN,ROUGH,GREEN,2,"I GIVE!",ENOUGH,MERCY,STOP,UNCLE,BLUE,3,INDECENT,BAWDY,BLUE,COARSE,RISQUE,PURPLE,4,"-OUGH" WORDS THAT DON'T RHYME,BOUGH,COUGH,DOUGH,TOUGH
186,2023 Dec 14,YELLOW,1,PESTER,BADGER,BUG,HOUND,NAG,GREEN,2,SPORTS VENUES,ARENA,BOWL,DOME,FIELD,BLUE,3,SEPARATE,DIVIDE,FORK,PART,SPLIT,PURPLE,4,SILVER ___,FOX,LINING,SCREEN,SPOON
187,2023 Dec 15,YELLOW,1,CURMUDGEON,CRAB,CRANK,GROUCH,GRUMP,GREEN,2,GET LOW,CROUCH,DUCK,SQUAT,STOOP,BLUE,3,NATIONAL SYMBOLS,ANTHEM,FLAG,MOTTO,SEAL,PURPLE,4,SWINDLER,CHEAT,CROOK,QUACK,SHARK
188,2023 Dec 16,YELLOW,1,FARM TOOLS,HOE,PLOW,RAKE,SICKLE,GREEN,2,SCHEME,PLOT,PLOY,RUSE,TRICK,BLUE,3,MAKE HAPPY,AMUSE,DELIGHT,PLEASE,TICKLE,PURPLE,4,ONOMATOPOEIA,BANG,PLOP,SPLASH,THUD
189,2023 Dec 17,YELLOW,1,RESERVE FOR LATER,BANK,SAVE,STASH,STORE,GREEN,2,BOLDNESS- FIGURATIVELY,GALL,GUTS,NERVE,STONES,BLUE,3,USED TO BUILD A SNOWMAN,CARROT,COAL,SNOW,STICKS,PURPLE,4,FUNNY ___,BONE,BUSINESS,GIRL,PAGES
190,2023 Dec 18,YELLOW,1,BRIEF MOMENT,FLASH,JIFFY,SECOND,WINK,GREEN,2,PRIMARY,CHIEF,FIRST,MAIN,PRINCIPAL,BLUE,3,AVENUES IN N.Y.C.,BROADWAY,FIFTH,MADISON,PARK,PURPLE,4,___ HOUR,AMATEUR,ELEVENTH,HAPPY,RUSH
191,2023 Dec 19,YELLOW,1,ACCESSORIES,BELT,BRACELET,TIE,WATCH,GREEN,2,COMEDIAN'S OUTPUT,BIT,JOKE,ROUTINE,SKETCH,BLUE,3,ATTRACTION,APPEAL,CHARM,DRAW,PULL,PURPLE,4,TWO LETTERS + NUMBER,CANINE,FREIGHT,OFTEN,STONE
192,2023 Dec 20,YELLOW,1,CONTACT VIA PHONE,BUZZ,CALL,DIAL,RING,GREEN,2,BOOK SECTIONS,APPENDIX,CHAPTER,INDEX,PREFACE,BLUE,3,WEE,DINKY,LITTLE,MINUTE,SLIGHT,PURPLE,4,CARTOON MICE,ITCHY,JERRY,PINKY,SPEEDY
193,2023 Dec 21,YELLOW,1,SEEN IN A LAUNDRY ROOM,DRYER,HAMPER,IRON,WASHER,GREEN,2,SHEPHERD,DIRECT,GUIDE,LEAD,STEER,BLUE,3,WHAT "I" MIGHT MEAN,IODINE,IOTA,MYSELF,ONE,PURPLE,4,___ VALLEY,DEATH,HIDDEN,SILICON,UNCANNY
194,2023 Dec 22,YELLOW,1,CLASSIC HALLOWEEN COSTUMES,ANGEL,CLOWN,PIRATE,WITCH,GREEN,2,BEE CREATIONS,COMB,HIVE,HONEY,WAX,BLUE,3,INTERVAL OF TIME,PERIOD,SPELL,STRETCH,WHILE,PURPLE,4,ANIMAL HOMOPHONES,DEAR,HAIR,HOARSE,WAIL
195,2023 Dec 23,YELLOW,1,MEANS OF TRANSPORTATION,BOAT,CAR,PLANE,TRAIN,GREEN,2,WILLING TO PARTICIPATE,DOWN,GAME,IN,ON BOARD,BLUE,3,LITTLE BIT- IN A RECIPE,DASH,DROP,PINCH,SPLASH,PURPLE,4,___BERRY [note no space],BLUE,GOOSE,RASP,STRAW
196,2023 Dec 24,YELLOW,1,GENTLE,LIGHT,MELLOW,MILD,SOFT,GREEN,2,CUTS OF PORK,BELLY,CHOP,HOCK,SHOULDER,BLUE,3,STATUE OF LIBERTY FEATURES,CROWN,ROBE,TABLET,TORCH,PURPLE,4,THINGS TO BLOW ON FOR WISHES/LUCK,CANDLE,DANDELION,DICE,EYELASH
197,2023 Dec 25,YELLOW,1,DARLING,BABY,BOO,DEAR,LOVE,GREEN,2,BASIC GEOMETRIC OBJECTS,LINE,POINT,RAY,SEGMENT,BLUE,3,OOMPH,ENERGY,FIRE,JUICE,ZIP,PURPLE,4,SECRET ___,AGENT,CODE,SANTA,SAUCE
198,2023 Dec 26,YELLOW,1,ROAD NAMES,ALLEY,DRIVE,LANE,STREET,GREEN,2,PAPER IN A BOOK,FOLIO,LEAF,PAGE,SHEET,BLUE,3,RESTRAIN,CHECK,CURB,LIMIT,STEM,PURPLE,4,THINGS YOU CAN DO TO YOUR NOSE,BLOW,HOLD,PICK,THUMB
199,2023 Dec 27,YELLOW,1,INDICATION OF THINGS TO COME,MESSAGE,OMEN,SIGN,WARNING,GREEN,2,NAME PREFIXES,GEN,MS,PROF,REV,BLUE,3,ART MEDIUMS,CHARCOAL,INK,PAINT,PASTEL,PURPLE,4,___ PEPPER,BELL,BLACK,DR,GHOST
200,2023 Dec 28,YELLOW,1,PARTS OF A CAR,BUMPER,HOOD,TIRE,TRUNK,GREEN,2,MOVE QUICKLY,BOLT,DART,DASH,ZIP,BLUE,3,BIRDS,CARDINAL,JAY,LARK,SWIFT,PURPLE,4,JAZZ LEGENDS,HANCOCK,HOLIDAY,MONK,PARKER
201,2023 Dec 29,YELLOW,1,SHIRTS,CROP,POLO,TANK,TEE,GREEN,2,COOL- IN '80S SLANG,BAD,FLY,FRESH,RAD,BLUE,3,LETTER SPELLINGS,BEE,EX,GEE,JAY,PURPLE,4,___ GEORGE,BOY,BY,CURIOUS,SAINT
202,2023 Dec 30,YELLOW,1,BLACK-AND-WHITE ANIMALS,ORCA,PANDA,SKUNK,ZEBRA,GREEN,2,SEQUENCE,CHAIN,SERIES,STRING,TRAIN,BLUE,3,HETERONYMS,BASS,DOVE,DESERT,WIND,PURPLE,4,___ TRAP,BEAR,SAND,SPEED,TOURIST
203,2023 Dec 31,YELLOW,1,ORGANIZATION,CLUB,GROUP,PARTY,TEAM,GREEN,2,SHARPNESS- AS OF AN IMAGE,CLARITY,DEFINITION,DETAIL,RESOLUTION,BLUE,3,PLACES IN FRANCE,CHAMPAGNE,DIJON,NICE,TOURS,PURPLE,4,HAPPY NEW YEAR!,BALL,COUNTDOWN,FIREWORKS,KISS
204,2024 Jan 1,YELLOW,1,GARDENING NOUNS/VERBS,PLANT,SEED,WATER,WEED,GREEN,2,KINDS OF SALADS,CAESAR,GREEK,GREEN,WEDGE,BLUE,3,CLASSIC GAME SHOWS- FAMILIARLY,FEUD,MILLIONAIRE,PYRAMID,WHEEL,PURPLE,4,W + VOWEL SOUND,WAY,WEE,WHY,WHOA
205,2024 Jan 2,YELLOW,1,B.L.T. INGREDIENTS,BREAD,BACON,LETTUCE,TOMATO,GREEN,2,OBSTRUCT,BLOCK,CLOG,JAM,STOP,BLUE,3,BASEBALL STATS,DOUBLE,HIT,RUN,WALK,PURPLE,4,SMALL ___,FRY,TALK,WONDER,WORLD
206,2024 Jan 3,YELLOW,1,MOVE THROUGH THE AIR,FLOAT,FLY,GLIDE,SOAR,GREEN,2,HIDDEN LISTENING DEVICES,BUG,MIKE,TAP,WIRE,BLUE,3,SELECT- AS A BOX ON A FORM,CHECK,MARK,TICK,X,PURPLE,4,RAPPERS MINUS FIRST LETTER,40,COLE,PAIN,TIP
207,2024 Jan 4,YELLOW,1,GIFT-GIVING ACCESSORIES,BOW,BOX,CARD,WRAPPING,GREEN,2,DATING APP ACTIONS,BLOCK,MATCH,MESSAGE,SWIPE,BLUE,3,COOL- IN SLANG,FIRE,LIT,SICK,TIGHT,PURPLE,4,LUCKY ___,BREAK,CHARM,DUCK,STRIKE
208,2024 Jan 5,YELLOW,1,PLAYFULLY BOTHER,JOSH,KID,RIB,TEASE,GREEN,2,APEX,HEIGHT,MAX,PEAK,TOP,BLUE,3,WORDS FOR SPECIFIC QUANTITIES,DOZEN,GROSS,PAIR,SCORE,PURPLE,4,WHAT "X" MIGHT MEAN,ADULT,KISS,TEN,TIMES
209,2024 Jan 6,YELLOW,1,STRONG SMELL,FUNK,MUSK,ODOR,TANG,GREEN,2,MOVE BACK AND FORTH,ROCK,SWAY,SWING,WAVE,BLUE,3,THINGS TO PICK,AFRO,BONE,FIGHT,LOCK,PURPLE,4,___ BALL,CRYSTAL,DISCO,FOUL,GUTTER
210,2024 Jan 7,YELLOW,1,TECH COMPANIES,ALPHABET,AMAZON,APPLE,META,GREEN,2,KINDS OF EXAMS,BAR,FINAL,ORAL,PHYSICAL,BLUE,3,SOMETHING EXEMPLARY,BEAUTY,GEM,MARVEL,PEACH,PURPLE,4,___ TOOTH,BABY,EYE,SWEET,WISDOM
211,2024 Jan 8,YELLOW,1,THINGS THAT ARE ORANGE,BASKETBALL,CARROT,GOLDFISH,PUMPKIN,GREEN,2,LONG- SKINNY OBJECTS,POLE,ROD,STAFF,STICK,BLUE,3,SEEN ON A GOLF COURSE,CART,CLUB,HOLE,TEE,PURPLE,4,SHAPES OF CAPITAL GREEK LETTERS,CIRCLE,HORSESHOE,PITCHFORK,TRIANGLE
212,2024 Jan 9,YELLOW,1,CLEANING SUPPLIES,BROOM,MOP,RAG,SPONGE,GREEN,2,ELEMENTS OF COOKING- PER SAMIN NOSRAT,SALT,FAT,ACID,HEAT,BLUE,3,THINGS THAT MAKE YOU SNEEZE,DUST,PEPPER,POLLEN,SMOKE,PURPLE,4,TITULAR FICTIONAL DETECTIVES,MAGNUM,MONK,SHAFT,TRACY
213,2024 Jan 10,YELLOW,1,BIT OF MAGIC,CHARM,CURSE,HEX,SPELL,GREEN,2,FOUND AROUND A FIREPLACE,FLUE,GRATE,LOG,POKER,BLUE,3,THINGS SEEN AT A CASINO,CARDS,CHIPS,DICE,SLOTS,PURPLE,4,WAYS TO PREPARE CHEESE,CRUMBLE,MELT,SHRED,SLICE
214,2024 Jan 11,YELLOW,1,STATES OF MATTER,GAS,LIQUID,PLASMA,SOLID,GREEN,2,ALL-TIMER,GREAT,HERO,ICON,LEGEND,BLUE,3,"PH" WORDS THAT ALSO WORK WITH "F",PHAT,PHEW,PHILLY,PHISH,PURPLE,4,___ PITCH,ELEVATOR,FEVER,PERFECT,SALES
215,2024 Jan 12,YELLOW,1,TOPIC OF DISCUSSION,ISSUE,MATTER,POINT,SUBJECT,GREEN,2,SECTION OF ONE'S LIFE,CHAPTER,PERIOD,PHASE,STAGE,BLUE,3,PARTS OF A CAR- INFORMALLY,DASH,SHOCK,TANK,WHEEL,PURPLE,4,COLOR HOMOPHONES,BLEW,CHORAL,READ,ROWS
216,2024 Jan 13,YELLOW,1,CREDENTIALS FOR ENTRY,BADGE,INVITE,PASS,TICKET,GREEN,2,PRESIDE OVER,CHAIR,DIRECT,LEAD,RUN,BLUE,3,AMERICAN FOOTBALL POSITIONS,CENTER,END,SAFETY,TACKLE,PURPLE,4,POSTPONE,HOLD,PUNT,STALL,TABLE
217,2024 Jan 14,YELLOW,1,THINGS TO PAY,BILL,CHECK,INVOICE,TAB,GREEN,2,THIEVE,PINCH,ROB,STEAL,SWIPE,BLUE,3,MALE ANIMALS,BUCK,BULL,JACK,TOM,PURPLE,4,LEGWEAR- IN THE SINGULAR,JEAN,PANT,SHORT,TIGHT
218,2024 Jan 15,YELLOW,1,LIST OF CANDIDATES,BALLOT,ROSTER,SLATE,TICKET,GREEN,2,PROTECTIVE BARRIER,BUFFER,CUSHION,PAD,SHIELD,BLUE,3,MEDICINE FORMATS,CAPSULE,CREAM,SYRUP,TABLET,PURPLE,4,PEA ___,COAT,GREEN,POD,SOUP
219,2024 Jan 16,YELLOW,1,DECEIVE,CON,DUPE,FOOL,TRICK,GREEN,2,INSIDE INFO,DOPE,SCOOP,SKINNY,WORD,BLUE,3,TILT TO ONE SIDE,CANT,LEAN,LIST,SLOPE,PURPLE,4,WORDS SPELLED WITH AN UPSIDE-DOWN CALCULATOR,BOOB,EGGSHELL,GIGGLE,HELLO
220,2024 Jan 17,YELLOW,1,DATA SET DATA,MEAN,MEDIAN,MODE,RANGE,GREEN,2,CHEMISTRY TERMS,BASE,BOND,ELEMENT,SOLUTION,BLUE,3,ADJECTIVE INTENSIFIERS,AWFUL,PRETTY,RATHER,REAL,PURPLE,4,RADIO HALL OF FAME MEMBERS,GLASS,GROSS,KING,STERN
221,2024 Jan 18,YELLOW,1,SHOW OFF,GRANDSTAND,PEACOCK,POSTURE,STRUT,GREEN,2,FOREMOST,MAIN,PARAMOUNT,PRIME,SUPREME,BLUE,3,COLORS IN BRAZIL'S FLAG,BLUE,GREEN,WHITE,YELLOW,PURPLE,4,___ LETTER,CHAIN,COVER,LOVE,SCARLET
222,2024 Jan 19,YELLOW,1,SUNDAE TOPPINGS,CHERRY,FUDGE,NUTS,SPRINKLES,GREEN,2,LEAVE HIGH AND DRY,DESERT,DITCH,MAROON,STRAND,BLUE,3,"PHOOEY!",CURSES,DARN,RATS,SHOOT,PURPLE,4,WORDS IN TONGUE TWISTERS,FUZZY,PEPPERS,SEASHELLS,WOODCHUCK
223,2024 Jan 20,YELLOW,1,DECLINE,DIP,DROP,FALL,SINK,GREEN,2,MOVE WITH SPEED,BLAZE,FLY,RACE,TEAR,BLUE,3,KINDS OF DANCE,MODERN,SALSA,SWING,TAP,PURPLE,4,BABY ___,BOOM,CARROT,SHOWER,TALK
224,2024 Jan 21,YELLOW,1,RIP OFF,FLEECE,HOSE,ROB,STIFF,GREEN,2,THINGS MADE OF WAX,CANDLE,CRAYON,HONEYCOMB,SEAL,BLUE,3,PARTS OF AN AIRPLANE,CABIN,ENGINE,NOSE,WING,PURPLE,4,UNITS OF VEGETABLES,BULB,EAR,HEAD,STALK
225,2024 Jan 22,YELLOW,1,SYMBOLIC RODS,BATON,SCEPTER,STAFF,WAND,GREEN,2,DENTAL TERMS,CAVITY,CROWN,FILLING,PLAQUE,BLUE,3,RUBBER STAMP WORDS,APPROVED,PAID,URGENT,VOID,PURPLE,4,___ YEAR,GAP,LEAP,LIGHT,SCHOOL
226,2024 Jan 23,YELLOW,1,BRING INTO BEING,COIN,CREATE,DEVISE,INVENT,GREEN,2,EXCELLENT,FINE,PRIME,QUALITY,STERLING,BLUE,3,SYMBOLS ABOVE NUMBERS ON A KEYBOARD,AT,DOLLAR,PERCENT,POUND,PURPLE,4,PASS THE ___,BAR,BUCK,TIME,TORCH
227,2024 Jan 24,YELLOW,1,SMARTPHONE FEATURES BEGINNING WITH "C",CALCULATOR,CALENDAR,CAMERA,CLOCK,GREEN,2,PARTS OF THE EYE,CONE,IRIS,LENS,PUPIL,BLUE,3,FAMILIAL NICKNAMES,DADA,GRAMMY,MUM,POPPY,PURPLE,4,WORDS PRONOUNCED DIFFERENTLY WITH ACCENT MARKS,EXPOSE,PATE,RESUME,ROSE
228,2024 Jan 25,YELLOW,1,OF-THE-MOMENT,BIG,HOT,IN,POPULAR,GREEN,2,PICTOGRAPH,CHARACTER,GLYPH,ICON,SYMBOL,BLUE,3,IMPOSE- AS A PENALTY,ASSESS,CHARGE,FINE,LEVY,PURPLE,4,WORDS BEGINNING WITH BODY PARTS,HANDSOME,HIPPO,LEGEND,LIPID
229,2024 Jan 26,YELLOW,1,BASEBALL EQUIPMENT,BALL,BASE,BAT,GLOVE,GREEN,2,HARD HIT,BLOW,LICK,SOCK,STRIKE,BLUE,3,ORIGINAL MONOPOLY TOKENS,BOOT,IRON,THIMBLE,TOP HAT,PURPLE,4,___ BUNNY,BAD,BUGS,DUST,HONEY
230,2024 Jan 27,YELLOW,1,HURT,ACHE,BURN,SMART,STING,GREEN,2,LOOK AFTER,GUARD,MIND,TEND,WATCH,BLUE,3,SOUGHT AFTER IN "THE WIZARD OF OZ",BRAIN,COURAGE,HEART,HOME,PURPLE,4,SILENT "W",ANSWER,TWO,WRIST,WRONG
231,2024 Jan 28,YELLOW,1,HIGHEST POINT,CREST,PEAK,SUMMIT,VERTEX,GREEN,2,"CAN I GET YOUR ___?" (PHONE INFO REQUEST),CELL,CONTACT,DIGITS,NUMBER,BLUE,3,MODIFIERS MEANING "SMALL",BABY,MINI,POCKET,TOY,PURPLE,4,INSIDE A SCRABBLE BOX,BAG,BOARD,RACKS,TILES
232,2024 Jan 29,YELLOW,1,DO SOME MARKETING FOR,PITCH,PLUG,PROMOTE,PUSH,GREEN,2,ROMANTIC TWOSOME,COUPLE,ITEM,PAIR,THING,BLUE,3,TENNIS SCORING TERMS,AD,ALL,DEUCE,LOVE,PURPLE,4,WORDS WITH "FRUIT",BREAD,DRAGON,JACK,PASSION
233,2024 Jan 30,YELLOW,1,HIT HARD,BANG,HAMMER,POUND,SLAM,GREEN,2,NEWSPAPER NAMES,CHRONICLE,HERALD,REGISTER,SUN,BLUE,3,CRESCENT-SHAPED THINGS,BANANA,CROISSANT,MOON,SICKLE,PURPLE,4,POWER-UPS IN SUPER MARIO WORLD,FEATHER,FLOWER,MUSHROOM,STAR
234,2024 Jan 31,YELLOW,1,MERRIMENT,CHEER,GLEE,FESTIVITY,MIRTH,GREEN,2,BOOKED FOR A WEDDING,BAND,CATERER,FLORIST,OFFICIANT,BLUE,3,RHYMES,CHOIR,FIRE,LIAR,FRYER,PURPLE,4,___ PIT,BARBECUE,ORCHESTRA,SNAKE,TAR
235,2024 Feb 1,YELLOW,1,MAKE SHORTER,CLIP,CUT,PARE,TRIM,GREEN,2,MUSCULAR,BUILT,JACKED,RIPPED,SWOLE,BLUE,3,ENTHUSIAST,BUFF,FAN,LOVER,NUT,PURPLE,4,WRINKLY THINGS,BRAIN,PRUNE,PUG,WALNUT
236,2024 Feb 2,YELLOW,1,TIME OFF,BREAK,HOLIDAY,LEAVE,RECESS,GREEN,2,FEATURES OF A BELT,BUCKLE,HOLE,LOOP,STRAP,BLUE,3,HOMOPHONES,HOLEY,HOLI,HOLY,WHOLLY,PURPLE,4,___WOOD,DOG,DRIFT,HOLLY,SANDAL
237,2024 Feb 3,YELLOW,1,COMMERCIAL ORGANIZATION,AGENCY,COMPANY,ENTERPRISE,FIRM,GREEN,2,FARM FIXTURES,COOP,PEN,STABLE,STY,BLUE,3,CLASSIC DOG NAMES,FLUFFY,REX,ROVER,SPOT,PURPLE,4,COLORS MINUS THEIR FIRST LETTERS,INK,LACK,OLD,RANGE
238,2024 Feb 4,YELLOW,1,DRINKS WITH CAFFEINE,COCOA,COFFEE,MATE,TEA,GREEN,2,UNEXCITING,BORING,DULL,MUNDANE,VANILLA,BLUE,3,COMEDIAN'S PERFORMANCE,ACT,BIT,ROUTINE,SET,PURPLE,4,MARTINI SPECIFICATIONS,DIRTY,DRY,TWIST,UP
239,2024 Feb 5,YELLOW,1,"GIVE ME A BREAK!",BROTHER,LORD,PLEASE,SHEESH,GREEN,2,ECCLESIASTICAL TITLES,BISHOP,CARDINAL,PASTOR,PRIOR,BLUE,3,ROCK & ROLL HALL OF FAME INDUCTEES,HEART,MADONNA,PRINCE,QUEEN,PURPLE,4,CITY HOMOPHONES,DELI,NIECE,ROAM,SOUL
240,2024 Feb 6,YELLOW,1,OSTENTATIOUS- AS AN OUTFIT,BRIGHT,FLASHY,GARISH,LOUD,GREEN,2,EUPHEMISMS FOR FLATULENCE,GAS,STINKER,TOOT,WIND,BLUE,3,KINDS OF BLOND,DIRTY,HONEY,PLATINUM,STRAWBERRY,PURPLE,4,WHAT "O" MIGHT MEAN,HUG,OF,OXYGEN,ZERO
